Wall time,Step,Value
1706301047.4285789,1,0.861819326877594
1706301047.708801,2,0.1626613438129425
1706301047.9274898,3,0.07890065759420395
1706301048.149325,4,0.04015161097049713
1706301048.3753462,5,0.026823416352272034
1706301048.5932264,6,0.01951257884502411
1706301048.8151426,7,0.015820538625121117
1706301049.0426736,8,0.01388431154191494
1706301049.2656837,9,0.012005056254565716
1706301049.4912844,10,0.009346953593194485
1706301049.7103102,11,0.006596335209906101
1706301049.9936178,12,0.005069814156740904
1706301050.2141814,13,0.0040996503084897995
1706301050.4717581,14,0.0013356548734009266
1706301050.7699294,15,0.001317366841249168
1706301051.0221462,16,0.0013229615287855268
1706301051.2885294,17,0.001352881547063589
1706301051.5370991,18,0.0014061080291867256
1706301051.7724571,19,0.0014999748673290014
1706301052.0262907,20,0.0016306726029142737
1706301052.2662697,21,0.001786956680007279
1706301052.5879612,22,0.0018589929677546024
1706301052.8609889,23,0.0016932588769122958
1706301053.1031704,24,0.0011176192201673985
1706301053.3585646,25,0.0007955830078572035
1706301053.6388748,26,0.0007695858948864043
1706301053.9092457,27,0.000754036707803607
1706301054.1530752,28,0.0007409197860397398
1706301054.4130373,29,0.000714908994268626
1706301054.6547487,30,0.0006582001224160194
1706301054.8901327,31,0.0005385527620092034
1706301055.1877668,32,0.00034222754766233265
1706301055.4156454,33,0.0003127595700789243
1706301055.6398633,34,0.0004589881864376366
1706301055.8580647,35,0.00046665509580634534
1706301056.0796895,36,0.00044308911310508847
1706301056.3030798,37,0.0004323460743762553
1706301056.5235987,38,0.00041037824121303856
1706301056.74496,39,0.00037627838901244104
1706301056.9648097,40,0.00031755861709825695
1706301057.1854503,41,0.00024289589782711118
1706301057.4652455,42,0.00022243702551349998
1706301057.6836815,43,0.0002516729582566768
1706301057.902643,44,0.00021761249809060246
1706301058.1224036,45,0.00018552961410023272
1706301058.3376038,46,0.00017620471771806479
1706301058.5604792,47,0.0001706764887785539
1706301058.7800932,48,0.00015898968558758497
1706301058.9988554,49,0.0001430250849807635
1706301059.2238789,50,0.00012281238741707057
1706301059.4446943,51,0.00011660556629067287
1706301059.7258244,52,0.00014002026000525802
1706301059.9460995,53,0.000153921457240358
1706301060.1742988,54,0.00014165238826535642
1706301060.3999677,55,0.00012986677756998688
1706301060.6156662,56,0.00012567055819090456
1706301060.8363721,57,0.00012059675646014512
1706301061.0570521,58,0.00011207015631953254
1706301061.279661,59,9.662334923632443e-05
1706301061.4996114,60,7.530785660492256e-05
1706301061.7175698,61,4.9389513151254505e-05
1706301062.0057886,62,4.8938029067358e-05
1706301062.226084,63,5.289334512781352e-05
1706301062.4477777,64,4.696853648056276e-05
1706301062.6720352,65,4.366848588688299e-05
1706301062.8933213,66,4.268841439625248e-05
1706301063.1128197,67,3.968445889768191e-05
1706301063.3300357,68,3.575832670321688e-05
1706301063.549438,69,2.9544937206082977e-05
1706301063.767228,70,2.4940140065154992e-05
1706301064.0232832,71,2.494714681233745e-05
1706301064.337005,72,2.6437319320393726e-05
1706301064.5863729,73,2.4762293833191507e-05
1706301064.8471396,74,2.2843421902507544e-05
1706301065.0811396,75,2.2091213395469822e-05
1706301065.3260834,76,2.1562860638368875e-05
1706301065.5879245,77,2.079994374071248e-05
1706301065.8414834,78,1.9267397874500602e-05
1706301066.0935652,79,1.6778511053416878e-05
1706301066.3322926,80,1.2726407476293389e-05
1706301066.5750735,81,8.780432835919783e-06
1706301066.9029388,82,9.788368515728507e-06
1706301067.1405046,83,1.0723852028604597e-05
1706301067.3910234,84,9.884945029625669e-06
1706301067.6273546,85,9.40696190809831e-06
1706301067.8654757,86,9.208647497871425e-06
1706301068.1030295,87,9.097137990465853e-06
1706301068.3491702,88,8.88211161509389e-06
1706301068.5975473,89,8.54551763040945e-06
1706301068.866357,90,8.398408681387082e-06
1706301069.0986943,91,7.979348993103486e-06
1706301069.3933666,92,7.003563496255083e-06
1706301069.659204,93,5.138202141097281e-06
1706301069.9106555,94,3.1116367154027103e-06
1706301070.1615028,95,3.526212140059215e-06
1706301070.395416,96,3.811995838987059e-06
1706301070.6479158,97,3.6461167383095017e-06
1706301070.8790276,98,3.544319042703137e-06
1706301071.1367517,99,3.520780182952876e-06
1706301071.3926847,100,3.483904720269493e-06
1706301071.626671,101,3.4379791031824425e-06
1706301071.9407642,102,3.264563019911293e-06
1706301072.1894395,103,2.887725713662803e-06
1706301072.435344,104,2.10364942176966e-06
1706301072.672778,105,1.362223201795132e-06
1706301072.9294434,106,1.5679572697990807e-06
1706301073.1631105,107,1.69624809132074e-06
1706301073.4155297,108,1.6100883613034966e-06
1706301073.6479082,109,1.5664978718632483e-06
1706301073.9112566,110,1.5566783986287192e-06
1706301074.1651835,111,1.431593318557134e-06
1706301074.4894834,112,1.2739405974571127e-06
1706301074.7625482,113,9.163255754174315e-07
