Wall time,Step,Value
1706301284.725223,6,0.4377242624759674
1706301285.1290674,7,0.32822927832603455
1706301287.1642947,12,0.2396502047777176
1706301288.4205325,15,0.1839284747838974
1706301288.844082,16,0.1617465317249298
1706301290.0926647,19,0.12849384546279907
1706301290.9250379,21,0.11161575466394424
1706301292.5389214,25,0.06740736961364746
1706301297.3367503,37,0.05286850407719612
1706301298.9332101,41,0.05176519975066185
1706301299.7447214,43,0.05501484498381615
1706301300.5509021,45,0.05377255752682686
1706301300.9647772,46,0.053449466824531555
1706301301.7838805,48,0.06007266789674759
1706301304.2319634,54,0.039239875972270966
1706301304.6397386,55,0.03867670148611069
1706301305.0310621,56,0.037242449820041656
1706301305.4343348,57,0.03558127582073212
1706301305.8598402,58,0.03241606801748276
1706301309.1267552,66,0.03103569522500038
1706301310.3686168,69,0.02106134034693241
1706301311.6895633,72,0.019724028185009956
1706301312.0872452,73,0.019931552931666374
1706301312.546168,74,0.02021765522658825
1706301312.9754753,75,0.01918049342930317
1706301315.1724815,80,0.017710238695144653
1706301318.7271209,88,0.016235191375017166
1706301319.1575239,89,0.01583561673760414
1706301321.6854281,95,0.014498039148747921
1706301324.9445827,103,0.012919677421450615
1706301326.1794226,106,0.010933886282145977
1706301326.5980651,107,0.01088073942810297
1706301329.486823,114,0.01282656192779541
1706301330.697572,117,0.01238214410841465
1706301331.5261593,119,0.016359800472855568
1706301334.8402934,127,0.01130138523876667
1706301336.0383685,130,0.010560869239270687
1706301336.45909,131,0.01047142781317234
1706301340.202191,140,0.00967171136289835
1706301341.0611322,142,0.009889074601233006
1706301341.4823709,143,0.008824869059026241
1706301341.8854172,144,0.009367700666189194
1706301344.757797,151,0.00844679493457079
1706301346.808127,156,0.008080629631876945
1706301347.6033933,158,0.00778563879430294
1706301347.9928024,159,0.00786547176539898
1706301349.6230614,163,0.007571102119982243
1706301351.6398666,168,0.007431511767208576
1706301352.0662088,169,0.0070686726830899715
1706301353.3149135,172,0.0068673319183290005
1706301355.7499633,178,0.007306523621082306
1706301356.1411748,179,0.006475294474512339
1706301356.9326303,181,0.007216829340904951
1706301358.171358,184,0.007130894809961319
1706301359.0501335,186,0.009941468946635723
1706301359.4545286,187,0.008319036103785038
1706301360.2723126,189,0.007446926552802324
1706301361.1132402,191,0.006698050070554018
1706301361.5267074,192,0.006646167021244764
1706301364.7349987,199,0.007539268117398024
1706301369.3669765,207,0.006308912765234709
1706301369.9474635,208,0.007469073869287968
1706301370.5375886,209,0.006409081164747477
1706301372.7983181,213,0.006063786800950766
1706301378.6743133,223,0.005310555454343557
1706301379.228759,224,0.005250965245068073
1706301380.5044491,226,0.005187001079320908
1706301382.9419749,230,0.005454263649880886
1706301384.7642567,233,0.0046343025751411915
1706301385.4205189,234,0.004561915062367916
1706301385.982309,235,0.004390380345284939
1706301387.1905203,238,0.004344668239355087
1706301392.082079,250,0.004227050114423037
1706301394.558454,256,0.0038756520953029394
1706301395.7671733,259,0.003773595904931426
1706301396.5742981,261,0.003601319622248411
1706301396.9891596,262,0.0036495355889201164
1706301397.7983942,264,0.0030912484508007765
1706301399.4259753,268,0.0032093138433992863
1706301401.090708,272,0.0033126252237707376
1706301401.9435487,274,0.0030545091722160578
1706301404.0376725,279,0.0030528351198881865
1706301409.697474,293,0.0027436690870672464
1706301411.7098153,298,0.0027547564823180437
1706301412.106156,299,0.002684833947569132
1706301413.7114654,303,0.002760204253718257
1706301414.1013684,304,0.002559044398367405
1706301415.724395,308,0.002532403916120529
1706301416.14252,309,0.0026649395003914833
1706301416.971185,311,0.0034540623892098665
1706301418.2407558,314,0.0033156019635498524
1706301420.3307953,319,0.0038657027762383223
1706301420.7427876,320,0.003697641659528017
1706301421.1441638,321,0.003947356250137091
1706301423.177216,326,0.0036830194294452667
1706301423.5891576,327,0.0036347131244838238
1706301423.9832668,328,0.00364135205745697
1706301425.1473088,331,0.003139092354103923
1706301428.835659,340,0.002324278699234128
1706301429.6562316,342,0.002417553449049592
1706301432.1156042,348,0.0026323210913687944
1706301434.5788696,354,0.002241643611341715
1706301434.971192,355,0.0022495994344353676
1706301437.3957372,361,0.0020921805407851934
1706301438.631324,364,0.001981909153982997
1706301440.2368984,368,0.001966766780242324
1706301441.8634782,372,0.002016589278355241
1706301442.6754403,374,0.002102145692333579
1706301444.3419926,378,0.00209582201205194
1706301444.7554467,379,0.0020419538486748934
1706301445.1640227,380,0.002176019363105297
1706301445.9880986,382,0.0020612026564776897
1706301448.068135,387,0.002342614345252514
1706301450.169041,392,0.0019336491823196411
1706301450.5795572,393,0.0018223968800157309
1706301450.9979243,394,0.001984909875318408
1706301459.271458,409,0.0023250682279467583
1706301462.3431232,416,0.0019931234419345856
1706301464.8073976,422,0.0017300383187830448
1706301465.2060115,423,0.0017202245071530342
1706301466.0306468,425,0.0021103958133608103
1706301466.8370059,427,0.0021753578912466764
